IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.55
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.55
47.236.155.170,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.54
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.54
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.52
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.52
8.219.148.161,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.52
47.236.78.57,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.52
47.236.97.254,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.52
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.51
47.236.94.109,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.50
8.222.224.162,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.50
8.222.145.164,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.47
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.47
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.47
158.101.147.4,2082,2082,false,NRT,Asia Pacific,Tokyo,0,0.46
47.236.96.141,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.45
47.236.116.208,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.44
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.44
8.222.152.71,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.44
8.222.182.10,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.44
8.219.72.51,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.43
47.236.23.135,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.43
47.236.163.95,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.42
47.236.82.218,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.41
8.219.171.6,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.40
8.222.155.242,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.39
47.236.161.155,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.38
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.38
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.36
8.222.128.131,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.36
47.236.198.189,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.35
132.145.121.125,2082,2082,false,NRT,Asia Pacific,Tokyo,2,0.35
47.236.88.181,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.35
8.219.253.185,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.34
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.34
8.219.242.208,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.34
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.33
140.83.34.230,2082,2082,false,NRT,Asia Pacific,Tokyo,5,0.32
8.219.228.157,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.30
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.29
47.245.4.22,2082,2082,false,HKG,Asia Pacific,Hong Kong,12,0.28
47.74.5.99,2082,2082,false,NRT,Asia Pacific,Tokyo,2,0.28
8.219.173.239,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.26
47.236.184.14,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.25
8.222.144.219,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.25
151.145.69.174,2082,2082,false,NRT,Asia Pacific,Tokyo,0,0.21
47.245.110.13,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.21
47.245.11.62,2082,2082,false,NRT,Asia Pacific,Tokyo,5,0.20
47.236.175.189,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.19
8.222.128.131,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.19
47.236.11.84,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.19
8.219.55.31,2082,2082,false,NRT,Asia Pacific,Tokyo,0,0.18
138.3.218.160,2082,2082,false,NRT,Asia Pacific,Tokyo,2,0.16
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.16
8.222.255.15,2082,2082,false,SIN,Asia Pacific,Singapore,2,0.16
47.236.193.208,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.16
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.16
8.222.191.158,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.16
47.236.65.177,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.14
151.145.64.170,2082,2082,false,NRT,Asia Pacific,Tokyo,0,0.14
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.10
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.10
47.236.15.73,2082,2082,false,SIN,Asia Pacific,Singapore,0,0.10
47.245.113.117,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.09
8.219.151.193,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.09
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,0,0.07
