IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.114.23,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.90
47.236.65.177,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.89
131.186.34.244,2087,2087,true,NRT,Asia Pacific,Tokyo,0,0.89
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.89
47.236.21.51,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.85
168.138.200.159,2087,2087,true,NRT,Asia Pacific,Tokyo,2,0.84
47.236.76.199,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.84
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.83
152.70.106.195,2087,2087,true,NRT,Asia Pacific,Tokyo,3,0.81
8.222.155.242,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.79
8.222.219.34,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.79
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.78
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.78
8.222.238.141,2087,2087,true,SIN,Asia Pacific,Singapore,10,0.76
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.76
8.222.129.32,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.73
8.219.115.215,2087,2087,true,SIN,Asia Pacific,Singapore,11,0.71
47.236.71.226,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.70
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,11,0.69
8.222.219.252,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.67
47.236.169.236,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.67
8.222.130.137,2087,2087,true,SIN,Asia Pacific,Singapore,10,0.67
47.236.150.109,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.67
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,11,0.66
47.236.144.156,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.66
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.65
47.236.65.232,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.65
8.222.168.155,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.64
47.236.123.218,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.64
47.236.11.68,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.64
8.222.229.22,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.63
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.63
8.222.191.158,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.63
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.63
8.219.72.51,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.63
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.63
47.236.187.144,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.62
8.222.188.56,2087,2087,true,SIN,Asia Pacific,Singapore,8,0.62
8.219.65.191,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.62
8.222.248.188,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.61
8.219.242.208,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.61
8.222.137.166,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.61
8.222.131.102,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.60
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.60
8.222.160.61,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.60
47.236.78.57,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.60
47.236.150.13,2087,2087,true,SIN,Asia Pacific,Singapore,11,0.60
8.222.167.8,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.60
8.219.159.232,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.60
8.222.144.50,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.59
47.236.149.107,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.58
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.58
47.236.148.174,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.56
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.56
47.236.175.189,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.56
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.56
168.138.198.53,2087,2087,true,NRT,Asia Pacific,Tokyo,0,0.56
132.145.127.21,2087,2087,true,NRT,Asia Pacific,Tokyo,0,0.55
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.55
47.236.106.37,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.55
47.91.22.115,2087,2087,true,NRT,Asia Pacific,Tokyo,4,0.55
8.222.164.44,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.53
47.236.39.34,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.53
8.222.128.131,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.53
8.222.175.78,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.52
8.219.174.213,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.51
132.145.120.182,2087,2087,true,NRT,Asia Pacific,Tokyo,0,0.48
47.236.166.84,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.48
8.222.146.222,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.47
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.47
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.47
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.47
8.222.240.47,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.46
8.219.213.84,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.45
47.236.114.167,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.44
47.245.53.101,2087,2087,true,NRT,Asia Pacific,Tokyo,0,0.43
47.236.83.196,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.43
47.245.2.231,2087,2087,true,NRT,Asia Pacific,Tokyo,2,0.42
47.236.189.173,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.41
8.219.173.239,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.41
47.236.82.218,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.39
8.219.193.202,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.38
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.38
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.37
47.236.103.153,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.37
8.219.121.87,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.36
47.236.163.221,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.36
47.74.11.219,2087,2087,true,NRT,Asia Pacific,Tokyo,3,0.35
47.236.198.189,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.34
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.33
47.236.23.135,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.33
8.219.139.86,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.32
8.219.101.138,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.32
8.219.171.6,2087,2087,true,SIN,Asia Pacific,Singapore,8,0.32
47.236.121.23,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.31
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.31
47.236.130.95,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.31
47.236.184.14,2087,2087,true,SIN,Asia Pacific,Singapore,1,0.30
8.219.123.244,2087,2087,true,SIN,Asia Pacific,Singapore,12,0.27
20.33.24.82,2087,443,true,LHR,Europe,London,3,0.26
47.236.158.158,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.25
47.236.87.246,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.24
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,4,0.24
47.236.7.206,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.23
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.22
138.2.6.252,2087,2087,true,NRT,Asia Pacific,Tokyo,0,0.20
47.236.94.109,2087,2087,true,SIN,Asia Pacific,Singapore,9,0.20
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.18
8.219.113.232,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.18
151.145.71.127,2087,2087,true,NRT,Asia Pacific,Tokyo,4,0.17
132.145.126.21,2087,2087,true,NRT,Asia Pacific,Tokyo,7,0.16
8.217.248.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,0,0.16
8.222.244.192,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.15
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,9,0.14
158.101.144.189,2087,2087,true,NRT,Asia Pacific,Tokyo,3,0.13
151.145.74.199,2087,2087,true,NRT,Asia Pacific,Tokyo,3,0.13
8.222.136.196,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.12
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.12
8.222.187.107,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.11
47.236.176.144,2087,2087,true,SIN,Asia Pacific,Singapore,3,0.10
8.219.58.64,2087,2087,true,SIN,Asia Pacific,Singapore,0,0.09
104.168.107.230,2087,443,true,BUF,North America,Buffalo,0,0.09
8.222.153.11,2087,2087,true,NRT,Asia Pacific,Tokyo,3,0.09
140.83.34.230,2087,2087,true,NRT,Asia Pacific,Tokyo,9,0.08
