IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.74
47.236.116.208,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.74
47.245.2.231,2053,2053,true,NRT,Asia Pacific,Tokyo,5,0.74
151.145.74.56,2053,2053,true,NRT,Asia Pacific,Tokyo,7,0.73
140.238.54.182,2053,2053,true,NRT,Asia Pacific,Tokyo,6,0.73
158.178.246.169,2053,2053,true,SIN,Asia Pacific,Singapore,13,0.73
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.72
8.222.160.61,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.72
47.236.71.226,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.72
8.219.89.201,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.72
47.236.12.73,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.72
47.236.161.110,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.71
8.219.123.244,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.71
140.238.33.94,2053,2053,true,NRT,Asia Pacific,Tokyo,8,0.70
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.69
47.236.88.181,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.69
8.222.164.44,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.68
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.67
47.236.161.155,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.67
8.219.51.49,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.67
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.66
47.236.187.144,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.65
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,11,0.65
8.209.246.24,2053,2053,true,NRT,Asia Pacific,Tokyo,10,0.65
141.147.166.189,2053,2053,true,NRT,Asia Pacific,Tokyo,2,0.64
8.222.202.163,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.63
47.236.163.221,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.63
8.222.252.150,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.63
8.219.178.101,2053,2053,true,SIN,Asia Pacific,Singapore,12,0.62
47.236.168.17,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.61
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.61
8.222.188.56,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.60
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.59
47.236.87.206,2053,2053,true,SIN,Asia Pacific,Singapore,8,0.59
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.59
47.236.23.135,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.59
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.58
8.219.213.84,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.58
47.236.150.13,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.57
8.219.253.18,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.57
151.145.69.105,2053,2053,true,HKG,Asia Pacific,Hong Kong,6,0.56
8.222.191.158,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.55
47.236.103.153,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.52
47.236.106.37,2053,2053,true,SIN,Asia Pacific,Singapore,12,0.52
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.52
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,1,0.52
8.222.224.163,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.51
47.236.19.51,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.51
8.222.180.86,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.51
47.236.171.112,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.50
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.50
168.138.206.68,2053,2053,true,NRT,Asia Pacific,Tokyo,0,0.50
47.236.166.184,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.49
8.222.212.116,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.49
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,12,0.49
47.236.145.180,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.49
8.222.190.225,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.49
47.236.198.189,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.49
47.245.32.215,2053,2053,true,NRT,Asia Pacific,Tokyo,0,0.49
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,11,0.49
168.138.185.28,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.48
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.48
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.48
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.48
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.47
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.47
8.222.136.196,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.47
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.46
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.46
47.236.148.174,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.46
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.45
47.236.158.158,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.45
74.226.175.169,2053,443,true,NRT,Asia Pacific,Tokyo,4,0.42
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.42
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,14,0.41
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.41
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.41
47.236.7.206,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.40
47.236.7.246,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.40
47.236.82.218,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.40
151.145.68.104,2053,2053,true,NRT,Asia Pacific,Tokyo,0,0.40
8.219.245.232,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.39
47.236.11.68,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.39
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.39
47.236.149.107,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.39
8.222.134.170,2053,2053,true,SIN,Asia Pacific,Singapore,9,0.38
47.245.4.22,2053,2053,true,HKG,Asia Pacific,Hong Kong,6,0.37
47.236.147.146,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.37
47.236.76.199,2053,2053,true,SIN,Asia Pacific,Singapore,7,0.36
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.36
47.236.94.113,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.35
8.219.163.195,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.35
150.230.219.83,2053,2053,true,NRT,Asia Pacific,Tokyo,2,0.34
3.10.169.190,2053,443,true,LHR,Europe,London,0,0.33
158.101.133.129,2053,2053,true,NRT,Asia Pacific,Tokyo,0,0.33
47.236.121.7,2053,2053,true,SIN,Asia Pacific,Singapore,9,0.33
20.106.123.66,2053,443,true,LAX,North America,Los Angeles,2,0.29
8.222.182.10,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.29
20.174.35.157,2053,443,true,BOM,Asia Pacific,Mumbai,0,0.29
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.27
47.236.169.236,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.27
172.214.170.51,2053,443,true,ORD,North America,Chicago,0,0.26
98.67.207.61,2053,443,true,FRA,Europe,Frankfurt,0,0.26
47.236.11.84,2053,2053,true,SIN,Asia Pacific,Singapore,6,0.26
47.236.78.57,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.24
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.23
8.222.227.191,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.22
8.219.121.87,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.21
47.236.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.20
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,0,0.19
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.16
20.191.154.195,2053,443,true,SIN,Asia Pacific,Singapore,0,0.15
8.222.153.11,2053,2053,true,NRT,Asia Pacific,Tokyo,2,0.12
8.219.55.31,2053,2053,true,NRT,Asia Pacific,Tokyo,10,0.11
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,8,0.11
52.141.31.169,2053,443,true,ICN,Asia Pacific,Seoul,6,0.10
146.235.210.182,2053,443,true,SJC,North America,San Jose,0,0.10
18.184.126.88,2053,443,true,FRA,Europe,Frankfurt,0,0.09
51.140.85.89,2053,443,true,LHR,Europe,London,6,0.07
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,3,0.06
15.237.117.23,2053,443,true,CDG,Europe,Paris,10,0.05
198.23.223.178,2053,443,true,BUF,North America,Buffalo,2,0.04
107.175.3.198,2053,443,true,BUF,North America,Buffalo,12,0.04
15.222.245.142,2053,443,true,YUL,North America,Montréal,6,0.04
20.244.84.91,2053,443,true,BOM,Asia Pacific,Mumbai,2,0.04
20.200.126.106,2053,443,true,YYZ,North America,Toronto,7,0.04
23.94.208.167,2053,443,true,SJC,North America,San Jose,6,0.03
20.174.36.38,2053,443,true,BOM,Asia Pacific,Mumbai,0,0.03
132.145.54.84,2053,443,true,LHR,Europe,London,0,0.03
23.95.170.21,2053,443,true,YYZ,North America,Toronto,3,0.03
198.23.246.215,2053,443,true,SJC,North America,San Jose,0,0.02
13.90.119.144,2053,443,true,IAD,North America,Ashburn,0,0.01
